Document Title,Abstract,Year,PDF Link,Authors,Source,label,Round 2,
A Study of Quality Improvements By Refactoring,,NA,NA,Bart Du Bois,"(PhD Thesis, September 2006)",no,,
Patterns and Protocols for Agent-Oriented Software Development,,NA,NA,Ayodele Oluyomi,"Submitted in total fulfillment of the requirements of the degree of Doctor of Philosophy
November, 2006, Department of Computer Science and Software Engineering, Faculty of Engineering, The University of Melbourne, AUSTRALIA ",no,,
On System Scalability ,,NA,NA,"Charles B. Weinstock, John B. Goodenough ","The Software Engineering Institute is a federally funded research and development center sponsored by the U.S. Depart-ment of Defense., Copyright 2006 Carnegie Mellon University.  Technical Note CMU/SEI-2006-TN-012 ",no,,
Reviewing and Evaluating Techniques for Modeling and Analyzing Security Requirements ,,NA,NA,Khalil Abu-Sheikh,"Master Thesis , Software Engineering, Thesis no: MSE-2007:05, January 2006, School of Engineering, Blekinge Institute of Technology, Box 520, SE ? 372 25, Ronneby, Sweden ",no,,
Reviewing Security and Privacy Aspects in Combined Mobile Information System (CMIS) for health care systems ,,NA,NA,"Al-Leddawi Mustafa, Kunwar Ramesh ","Master Thesis, Computer Science, Thesis no: MCS-2007:13, June 2007 
Department of  Software Engineering and Computer Science School of Engineering Blekinge Institute of Technology, Box 520, SE ? 372 25 Ronneby, Sweden ",no,,
Verifying Access Control Policies through Model Checking,,NA,NA,Hasan Nageeb Qunoo,"University of Birmingham, School of Computer Science, RSMG Report 2, Birmingham , April 2007",no,,
Evaluating Quality of AI-Based Systems,,NA,NA,Satvir Kaur Toor and Parvinder Singh Sandhu,"IJCSNS International Journal of Computer Science and Network Security, VOL.7 No.8, August 2007",no,,
Design of a Modelling Language for Information System Security Risk Management ,,NA,NA,"Nicolas Mayer, Patrick Heymans",Can't see source,no,,
Investigation into XP Techniques applied to the Software Hut ,,NA,NA,Nicholas Blower,"This report is submitted in partial fulfilment of the requirement for the degree of
Bachelor of Science with Honours in Computer Science by Nicholas George Blower, 5th May 2004",no,,
Pattern Acquisition Methods for Information Extraction Systems.,,NA,NA,Micha? Marci ?nczuk,"Master Thesis, Software Engineering, Thesis no: MSE-2007:22, June 2006, School of Engineering, Blekinge Institute of Technology, Box 520, SE - 372 25 Ronneby, Sweden",no,,
From a 2D Image to a 3D Form,,NA,NA,Benjamin Ansell,"This report is submitted in partial fulfilment of the requirement for the degree of
Masters of Engineering with Honours in Software Engineering by Benjamin Ansell, 4th May 2005.
",no,,
AUTOMATING A DESIGN REUSE FACILITY WITH CRITICAL PARAMETERS,,NA,NA,"C. M. Chewar, Edwin Bachetti, D. Scott McCrickard, and John E. Booker",Proceedings of the 2004 Intl Conference on Computer-Aided Design of User Interfaces (CADUI ?04),no,,
Towards a Computerized Infrastructure for Managing Experimental   Software Engineering Knowledge,,NA,NA,"Paula Gomes Mian, Guilherme Horta Travassos, Ana Regina, Cavalcanti Rocha, Ana C, Ida Cruz Natali ",? 2004 ? th Ibero-American Symposium on Software Engineering and Knowledge Engineering (JIISIC?04),no,,
An Environment of Conducting Families of Software Engineering Experiments ,,NA,NA,"Lorin Hochstein, Taiga Nakamura, Forrest Shull, Nico Zazworka, Martin Voelp, Marvin V. Zelkowitz, Victor R. Basili ","Technical Report CS-TR-4877 
UMIACS-TR-2007-28 ",no,,
Heuristic Expert Review Model and Tool,,NA,NA,"Kirsten D. Smith, Matthew Smith, Paul Buis",Can't see source,no,,
Lightweight reference affinity analysis   ,,NA,NA,"Xipen Shen, Yaoqing Gao, Chen Ding, Roch Archambault  ","In Proceedings of the 19th ACM International Conference on Supercomputing, 2005",no,,
AS-GC: An efficient generational garbage collector for Java application servers,,NA,NA,"Feng Xian, Witawas Srisa-an, Chenghuan Jia, Hong Jiang ","In Proceedings of the European Conference on Object-Oriented Programming (ECOOP), 2007 ",no,,
"A Framework of Multi-Agent-Based Modeling, Simulation, and Computational Assistance in an obiquitous Environment",,NA,NA,Kazuhiko Shibuya,"SIMULATION, Vol. 80, Issue 7?8, July?August 2004 367-380
?2004 The Society for Modeling and Simulation International
DOI: 10.1177/0037549704046740",no,,
Reuse of TTCN-3 Code,,NA,NA,Pekka M?ki-Asiala,Espoo 2005. VTT Publications 557. 112 p.,no,,
"Specifying Reusable Security
Requirements",,NA,NA,Donald Firesmith,"Journal of Object Technology, vol. 3, no. 1, January-February 2004, pp. 61-75.",no,,
"Computational Representation of Collaborative Learning Flow Patterns
using IMS Learning Design",,NA,NA,"Davinia Hernòndez-Leo, Juan I. Asensio-P?rez and Yannis Dimitriadis","Educational Technology & Society, 8 (4), 75-89.",no,,
Simulation Coercion Applied to Multiagent DDDAS   ,,NA,NA,"Yannick Loiti?re, David Brogan, Paul ",In 2004 Conference on Computational Science,no,,
Information retrieval systems: A perspective on human computer interaction. Journal of Issues in Informing Science and Information   ,,NA,NA,Panagiotis Petratos,"Proceedings of the IEEE Systems Man and Cybernetics Conference, Hammamet (2006)",no,,
"Engineering Safety Requirements, Safety Constraints, and Safety-Critical Requirements",,NA,NA,Donald G. Firesmith,"Journal of Object Technology, vol. 3, no. 3, March-April 2004, pp. 27-42. http://www.jot.fm/issues/issue_2004_03/column3 ",no,,
Business Process Modeling: A Maturing Discipline?,,NA,NA,"Jan Recker, Michael Rosemann, Marta Indulska and Peter Green",BPM Center Report BPM-06-20. BPMcenter.org  ,no,,
Case study methodology designed research in software engineering methodology validation   ,,NA,NA,"Seok Won Lee, David C. Rine ",Proceedings of the Sixteenth International Conference on Software Engineering and Knowledge Engineering (SEKE ?04),no,,
MAKO-PM: Just-In-Time Process Model ,,NA,NA,Riki Y. Morikawa and Larry Kerschberg ,Can't see source,no,,
"How to Perform Credible Verification,Validation, and Accreditation for Modeling and Simulation",,NA,NA,Dr. David A. Cook and Dr. James M. Skinner,CROSSTALK The Journal of Defense Software Engineering May 2005,no,,
Model-Driven Engineering,,NA,NA,Douglas C. Schmidt,"IEEE Computer, February 2006 (Vol. 39, No. 2) pp. 25-31",no,,
Conceptual-level workflow modeling of scientific experiments using NMR as a case study,,NA,NA,"Kacy K Verdi?1, Heidi JC Ellis*?2 and Michael R Gryk3","BMC Bioinformatics 2007, 8:31",no,,
THE DEVELOPMENT OF A SHARABLE CONTENT OBJECT REFERENCE MODEL (SCORM) BEST PRACTICES GUIDE FOR INSTRUCTIONAL DESIGNERS,,NA,NA,Robert Nicholas,"A Paper Presented to The Department of Instructional Design and Technology, EMPORIA STATE UNIVERSITY, In Partial Fulfillment of the Requirements for the Degree Master of Science, May, 2006",no,,
A Comparison of Requirements Specification Methods from a Software Architecture Perspective ,,NA,NA,"Len Bass, John Bergey, Paul Clements, Paulo Merson, Ipek Ozkaya, Raghvinder Sangwan ","TECHNICAL REPORT, CMU/SEI-2006-TR-013, ESC-TR-2006-013, August 2006 ",no,,
Interprocess Communication in the Process Specification Language,,NA,NA,Conrad Bock,"Manufacturing Systems Integration Division, Manufacturing Engineering Laboratory, October 2006, U.S. Department of Commerce",no,,
An architecture for privacy-sensitive ubiquitous computing   ,,NA,NA,Jason I. Hong ,"In MobiSYS ?04: Proceedings of the 2nd international conference on mobile systems, applications, and services",no,,
"Geneways: a system for extracting, analyzing, visualizing, and integrating molecular pathway data   ",,NA,NA,"Andrey Rzhetsky, Ivan Iossifov, B Tomohiro Koike, E Michael Krauthammer, W. John Wilbur, F Vasileios Hatzivassiloglou, Carol Friedman B",? 2004 ? Journal of Biomedical Informatic,no,,
Pointer analysis in the presence of dynamic class loading   ,,NA,NA,Martin Hirzel,"Proceedings of the European Conference on Object-Oriented Programming, Systems, Languages, and Applications. (2004) 96?122",no,,
Global value numbering using random interpretation   ,,NA,NA,"Sumit Gulwani, George C. Necula ",In 31st Annual ACM Symposium on POPL. ACM (2004),no,,
Cross-cutting techniques in program specification and analysis   ,,NA,NA,"Patrick Lam, Viktor Kuncak, Martin Rinard ",In 4th International Conference on Aspect-Oriented Software Development (AOSD?05) (2005),no,,
The unseen and unacceptable face of digital libraries,,NA,NA,Anne Adams,International Journal of Digital Libraries (2004),no,,
The ToscanaJ Suite for Implementing Conceptual Information Systems,,NA,NA,Peter Becker and Joachim Hereth Correia,HELPPPPP!,no,,
Performance and Cost Tradeoffs in Web Search,,NA,NA,Nick Craswell y Francis Crimmins y David Hawking y Alistair Moffat z,"Proceedings of the Fifteenth Australasian Database Conference (ADC2004), Dunedin, New Zealand, published as Conferences in Research and Practice in Information Technology, volume 27, edited by Klaus-Dieter Schewe and Hugh Williams.",no,,
Malware Phylogeny Generation using Permutations of Code,,NA,NA,"Enamul Karim, Andrew Walenstein, Arun Lakhotia, Laxmi Parida","Accepted to European Research Journal of Computer Virology (2005, to appear)",no,,
Precise Interprocedural Analysis using Random Interpretation,,NA,NA,"Sumit Gulwani, Sumit Gulwani, George C. Necula, George C. Necula ",Proceedings of POPL?05 (32nd ACM Symposium on Principles of Programming Languages (2005),no,,
Value-Based Business-IT Alignment in Networked Constellations of Enterprises   ,,NA,NA,"Roel Wieringa, Pascal Van Eck, Jaap Gordijn ",In Proc. 1st International Workshop on Requirements Engineering for Business Needs and IT Alignment (REBNITA) 2005,no,,
Quantifying Software Process Improvement,,NA,NA,C. Verhoef,HELPPPPP!,no,,
Determining the Cost-Quality Trade-Off for Automated Software Traceability,,NA,NA,"Alexander Egyed, Stefan Biffl Matthias Heindl, Paul GrÅnbacher","ASE?05, November 7?11, 2005, Long Beach, California, USA. Copyright 2005 ACM 1-58113-993-4/05/0011",no,,
SCALABLE AUTOMATED METHODS FOR DYNAMIC PROGRAM ANALYSIS,,NA,NA,KOUSHIK SEN,"Submitted in partial fulfillment of the requirements for the degree of Doctor of Philosophy in Computer Science in the Graduate College of the University of Illinois at Urbana-Champaign, 2006",no,,
Finding evidence of community from blogging co-citations: a social network analytic approach   ,,NA,NA,"Alvin Chin, Mark Chignell",Proceedings of 3rd IADIS International Conference Web Based Communities 2006,no,,
Assisting Concept Assignment using Probabilistic Classification and Cognitive Mapping.   ,,NA,NA,"Brendan Cleary, Chris Exton ",2nd International Workshop on Supporting Knowledge Collaboration in Software Development (KSCD2006),no,,
Rigorously defining and analyzing medical processes: An experience report,,NA,NA,"Stefan Christov, Bin Chen, George S. Avrunin, Lori A. Clarke, Leon J. Osterweil, David Brown Lucinda Cassells", In First International Workshop on Model-Based Design of Trustworthy Health Information Systems (2007),no,,
Integrating tools for practical software analysis   ,,NA,NA,"Aaron R. Bradley, Henny B. Sipma, Sarah Solter, Zohar Manna",Proc. of the 2004 CUE Workshop,no,,
A Study on Feature Analysis for Musical Instrument Classification,,NA,NA,"Da Deng, Christian Simmermacher, Stephen Cranefield","The Information Science Discussion Paper Series
Number 2007/04, August 2007, ISSN 1177-455X",no,,
Static program analysis based on virtual register renaming,,NA,NA,Jeremy Singer,"Technical Report, Number 660, University of Cambridge, Computer Laboratory, UCAM-CL-TR-660, ISSN 1476-2986, February 2006",no,,
STRATUM: A METHODOLOGY FOR DESIGNING HEURISTIC AGENT NEGOTIATION STRATEGIES,,NA,NA,"Iyad Rahwan, Liz Sonenberg, Liz Sonenberg, Peter McBurney ","Applied Artificial Intelligence, 21:489?527, Copyright # 2007 Taylor & Francis Group, LLC, ISSN: 0883-9514 print/1087-6545 online, DOI: 10.1080/08839510701408971",no,,
Flexible and efficient IR using array databases,,NA,NA,"R. Cornacchia, S. H?man, M. Zukowski, A.P. de Vries, P.A. Boncz","REPORT INS-E0701 JANUARY 2007
Information Systems",no,,
Applying the Architecture Tradeoff Analysis Method (ATAM) to an industrial multi-agent system application,,NA,NA,"Nelis Boucke, Tom Holvoet, Tom Lefever, Raf Sempels,
Kurt Schelfthout, Danny Weyns, Jan Wielemans","Report CW431, December 2005
Department of Computer Science, K.U.Leuven",no,,
"Scientific Computing and the Chebfun System
Case for Support",,NA,NA,Prof. Lloyd N. Trefethen FRS,"EPSRC RESEARCH PROPOSAL, Oxford University Computing Laboratory, September 20, 2006",no,,
Toward an engineering discipline for grammarware   ,,NA,NA,"Paul Klint, Ralf L?mmel, Chris Verhoef ",ACM Transactions on Software Engineering Methodology (2005),no,,
A semiotic metrics suite for assessing the quality of ontologies   ,,NA,NA,"Andrew Burton-jones, Veda C. Storey, Vijayan Sugumaran, Punit Ahluwalia ",Data and Knowledge Engineering (2004),no,,
Towards a basic theory to model model driven engineering   ,,NA,NA,Jean-marie Favre,"In Workshop on Software Model Engineering, WISME 2004, joint event with UML2004 ",no,,
"Nieuwland, ?Integrated development and maintenance of software products to support efficient updating of customer configurations: A case study in mass market erp software   ",,NA,NA,"Slinger Jansen, Sjaak Brinkkemper, Gerco Ballintijn ",Proceedings of the 21st International Conference on Software Maintenance. IEEE (2005),no,,
Towards a megamodel to model software evolution through transformations   ,,NA,NA,"Jean-marie Favre, Tam Nguyen ","SETRA Workshop, Elsevier ENCTS  (2004)",no,,
Tabletop Sharing of Digital Photographs for the Elderly   ,,NA,NA,"Trent Apted, Judy Kay, Aaron Quigley ","Proceedings of CHI2006, the Conference in Human Factors in Computing Systems, April 24 - 27, 2006 ",no,,
Model-driven design of web applications with client-side adaptation   ,,NA,NA,"Stefano Ceri, Peter Dolog, Maristella Matera, Wolfgang Nejdl ","ICWE 2004 - International Conference on Web Engineering, volume 3140 of LNCS ",no,,
Personalization for the Semantic Web   ,,NA,NA,"Matteo Baldoni, Cristina Baroglio, Nicola Henze  ","Reasoning Web, ser. LNCS Tutorial (2005)",no,,
Quantifying the Effects of Aspect-Oriented Programming: A Maintenance Study   ,,NA,NA,"Uirò Kulesza, Ro Garcia, Roberta Coelho, Arndt Staa, Carlos Lucena ",2006 Proc. of the Intl Conf. on Software Maintenance (ICSM?06),no,,
Software maintenance maturity model (smmm): the software maintenance process model   ,,NA,NA,"Alain April, Jane Huffman Hayes, Alain Abran, Reiner Dumke ",Journal of Software Maintenance (2005) ,no,,
Patterns of cooperative interaction: Linking ethnomethodology and design   ,,NA,NA,"David Martin, Ian Sommerville",ACM Trans. Comput.-Hum. Interact (2004),no,,
Approaching OWL and MDA Through Technological Spaces,,NA,NA,"Dragan Ga?evic, Dragan Djuric, Vladan Deved?ic, Violeta Damjanovic ",3rd Workshop in Software Model Engineering (WiSME 2004),no,,
Agent-based simulation of open source evolution   ,,NA,NA,"Neil Smith, Juan Fernòndez Ramil ",Software Process Improvement and Practice (2006),no,,
Model-based Technology Integration with the Technical Space Concept   ,,NA,NA,"Jean B?zivin, Ivan Kurtev ","Proceedings of the Metainformatics Symposium, Springer-Verlag  (2005)",no,,
Metrics are fitness functions too   ,,NA,NA,"Mark Harman, John Clark ",Proc. International Symposium on METRICS (2004),no,,
A model-based ontology of the software interoperability problems: preliminary results   ,,NA,NA,"Vincent Rosener, Thibaud Latour, Eric Dubois","Proc. of CAISE04 workshops, EMOI 04 (2004)",no,,
XAROP: A Midterm Report on Introducing a Decentralized Semantics based Application   ,,NA,NA,"Christoph Tempich, Marc Ehrig, Christiaan Fluit, Peter Haase, Esteve Llad?, Michal Plechawski, Steffen Staab ","Proceedings of 5th International Conference on Practical Aspects of Knowledge Management (PAKM?04), LNAI 3336 (2004)",no,,
Foundations of Model (driven) (Reverse) Engineering - Episode I: Story of the Fidus Papyrus and the Solarus   ,,NA,NA,Jean-marie Favre ,Post-proceedings of Dagsthul Seminar on Model Driven Reverse Engineering  (2004),no,,
Ontological representations of software patterns   ,,NA,NA,"Jean-marc Rosengard, Marian F. Ursu","Proc. KES?04, Lecture Notes in Computer Science (2004)",no,,
Links for a Human-Centered Science of Design: Integrated Design Knowledge Environments for a Software Development Process,,NA,NA,"C. M. Chewar, D. Scott Mccrickard ","Proc. HICSS 2005, 10 pgs (CDROM 2005) ",no,,
Human-Aware Computer System Design   ,,NA,NA,"Ricardo Bianchini, Richard P. Martin, Kiran Nagaraja, Thu D. Nguyen, Fòbio Oliveira ",Proceedings of the 10th Workshop on Hot Topics in Operating Systems (HotOS X 2005) ,no,,
A curriculum for embedded system engineering   ,,NA,NA,Rudolph E. Seviora ,ACM Transactions on Embedded Computing Systems (2005),no,,
The Claims Library Capability Maturity Model: Evaluating a Claims Library   ,,NA,NA,Christian Fehr Allgood ,"Thesis submitted to the Faculty of the Virginia Polytechnic Institute and State University in partial fulfillment of the requirements for the degree of Master of Science
In Computer Science and Applications, June 11th, 2004",no,,
KOntoR: An Ontology-enabled Approach to Software Reuse   ,,NA,NA,"Axel Korthaus, Stefan Seedorf, Peter Tomczyk ",Proc. of the 18th Int. Conf. on Software Engineering and Knowledge Engineering (2006),no,,
"Online Engineering Education: Learning Anywhere, Anytime   ",,NA,NA,"John Bourne, Sloan Consortium, Dale Harris, Frank Mayadas",Journal of Engineering Education. January 2005 ,no,,
Implementing the IT fundamentals knowledge area   ,,NA,NA,"Cheryl Aasheim, Choong Kwon Lee, Han Reichgelt ",Proceedings of the 6th Conference on Information Technology Education (2005),no,,
A case study of combining i* framework and the Z notation   ,,NA,NA,"Aneesh Krishna, Sergiy Vilkomir, Aditya Ghose ","Proceedings of ICEIS-2004: The 6th International Conference on Enterprise Information Systems, Porto ",no,,
Sharing Reasoning About Faults in Spreadsheets: An Empirical Study   ,,NA,NA,"Joseph Lawrance, Robin Abraham, Margaret Burnett, Martin Erwig ",In IEEE Int. Symp. on Visual Languages and HumanCentric Computing (2006),no,,
The Tao of Modeling Spaces   ,,NA,NA,Dragan Djuri? ,Journal of Object Technology (2006),no,,
An Interoperability Classification Framework for Method Chunk Repositories   ,,NA,NA,"Per Backlund, Jolita Ralyt?, Manfred A. Jeusfeld, Harald KÅhn, Nicolas Arni-bloch, Jan B. M. Goossenaerts, Frank Lillehagen ",Proceedings of the 15 th International Conference on Information Systems Development (ISD 2006),no,,
Image is everything: Advancing HCI knowledge and interface design using the system image   ,,NA,NA,"Jason Chong Lee, C. M. Chewar, D. Scott Mccrickard ",In Proceedings of the ACM Southeast Conference (ACMSEC 2004),no,,
G: Reusable Idioms and Patterns in Graph Transformation Languages 2004   ,,NA,NA,"Aditya Agrawal, Attila Vizhanyo, Zsolt Kalmar, Feng Shi, Anantha Narayanan, Gabor Karsai ",Proc. et al. 2nd International Workshop on Graph Based Tools (GraBaTs 2004). Satellite workshop of ICGT 2004 ,no,,
Working with Alternative Development Life Cycles: A Multiproject Experiment   ,,NA,NA,"Oddur Benediktsson, Darren Dalcher, Helgi Thorbergsson ","Thirteenth International Conference on Information Systems Development - ISD'2004, Advances in Theory, Practice and Education (2004)",no,,
SEER: charting a roadmap for software engineering education   ,,NA,NA,Donald J. Bagert,"Proceedings 17 th Conference on Software Engineering Education and Training, IEEE Computer Soc (2004)",no,,
A Model Curriculum for Aspect-Oriented Software Development,,NA,NA,"Johan Brichau, Ruzanna Chitchyan, Alessandro Garcia, and Awais Rashid, Siobhòn Clarke, Ellie D?Hondt,  Michael Haupt,  Wouter Joosen,  Shmuel Katz, Jacques Noy?,  Mario SÅdholt",November/December 2006 IEEE SOFTWARE 5 3,no,,
Proselytizing pervasive computing education: a strategy and approach influenced by human-computer interaction   ,,NA,NA,"D. Scott Mccrickard, C. M. Chewar ",In Proceedings of the Second IEEE Annual Conference on Pervasive Computing and Communications Workshops (March 14-17  2004),no,,
A Critical Analysis of the Council of Europe Recommendations on e-voting,,NA,NA,Margaret McGaley and J. Paul Gibson,"Proceedings of the USENIX/Accurate Electronic Voting Technology Workshop 2006 on Electronic Voting Technology Workshop, Vancouver, B.C., Canada, Pages: 9 ? 9, Year of Publication: 2006",no,,
Structuring Software Architecture Project Memories,,NA,NA,"Remco C. de Boer, Rik Farenhorst, Viktor Clerc, Jan S. van der Ven, Robert Deckers, Patricia Lago, and Hans van Vliet ",Can't see source,no,,
Inter-Package Dependency Networks in Open-Source Software,,NA,NA,Nathan LaBelle and Eugene Wallingford,Can't see source,no,,
Multi-level model-based self-diagnosis of distributed object-oriented systems   ,,NA,NA,"A.R. Haydarlou, B. J. Overeinder, M. A. Oey, F. M. T. Brazier ",In Proceedings of the 3rd IFIP International Conference on Autonomic and Trusted Computing (ATC-06) 2006,no,,
Model-driven software evolution: A research agenda   ,,NA,NA,"Eelco Visser, Jos Warmer, Arie Van Deursen, Arie Van Deursen ",In Proc. Int. Ws on Model-Driven Software Evolution held with the ECSMR?07 ,no,,
Programs are knowledge bases   ,,NA,NA,"Daniel Ratiu, Florian Deissenboeck ","In: ICPC ?06, IEEE CS Press ",no,,
Style-based architectural analysis for migrating a webbased regional trade information system   ,,NA,NA,Simon Giesecke ,In: Web-based Maintenance and Reengineering Workshop 2006 (WMR06),no,,
Behavioral Similarity Matching using Concrete Source Code Templates in Logic Queries   ,,NA,NA,Coen De Roover ,Proceedings of the 2007 ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation (PEPM07 - co-located with POPL07),no,,
Design Knowledge as a Learning Resource   ,,NA,NA,Steven R. Haynes ,"First International Conference on Design Science Research in Information Systems and Technology, February 2006 ",no,,
Coalgebraic automata theory: basic results,,NA,NA,"C.A. Kupke, Y. Venema ","Centrum voor Wiskunde en Informatica, REPORT SEN-E0701 APRIL 2007",no,,
Evaluating performances of pair designing in industry,,NA,NA,"Gerardo Canfora, Aniello Cimitile, Felix Garcia, Mario Piattini, Corrado Aaron Visaggio ",Received 5 June 2006; received in revised form 31 October 2006; accepted 5 November 2006,no,,
Curriculum Development for Undergraduate Information Forensics Education ,,NA,NA,"Chan Yue Yan 02529081 , In group with Lam Ho Yee 02506211 Lee Ying Ho Tim 02539301 ","ERG4920CM Thesis II: A FINAL YEAR PROJECT REPORT  SUBMITTED IN PARTIAL FULFILLMENT OF THE REQUIREMENTS FOR THE DEGREE OF BACHELOR OF INFORMATION ENGINEERING DEPARTMENT OF INFORMATION ENGINEERING THE CHINESE UNIVERSITY OF HONG KONG, May, 2006 ",no,,
"Computing Curricula 2005, The Overview Report",,NA,NA,"Russell Shackelford, James H. Cross II, Gordon Davies, John Impagliazzo, Richard LeBlanc, Barry Lunt, Andrew McGettrick, Robert Sloan, Heikki Topi ","A cooperative project of The Association for Computing Machinery (ACM), The Association for Information Systems (AIS) and The Computer Society (IEEE-CS), 30 September 2005",no,,
Software Engineering Education Improvement: An Assessment of a Software Engineering Programme ,,NA,NA,Tobias Bondesson,Master Thesis Software Engineering Thesis no: MSE-2004-23 August 2004 School of Engineering Blekinge Institute of Technology Box 520 SE ? 372 25 Ronneby Sweden,no,,
Creating Human Resources for Information Technology - A Systemic Study ,,NA,NA,R. Narayanan and S. Neethi ,"Submitted to NASSCOM IT workforce Development Group, January 2005",no,,
D4.3.1 Ontology Mediation Patterns Library V1,,NA,NA,"Jos de Bruijn, Douglas Foxvog, Kerstin Zimmerman","EU-IST Integrated Project (IP) IST-2003-506826 SEKT
SEKT: Semantically Enabled Knowledge Technologies",no,,
Reframing Software Design: Perspectives on Advancing an Elusive Discipline,,NA,NA,Alex Baker and Andr? van der Hoek,"ISR Technical Report # UCI-ISR-06-10, July 2006",no,,
BRIDGING MDA AND OWL ONTOLOGIES,,NA,NA,"DRAGAN V. GA?EVI?, DRAGAN O. DJURI?, VLADAN B. DEVED?I?","Journal of Web Engineering, Vol. 4, No.2 (2005) 118-143",no,,
Results of SEI Independent Research and Development Projects ,,NA,NA,"Christopher J. Alberts, Bill Anderson, Len Bass, Matthew Bass, Philip Boxer, Lisa Brownsword, 
Sagar Chaki, Peter H. Feiler, Dave Fisher, Eileen C. Forrester, Suzanne M. Garcia, Aaron Greenhouse, 
Jorgen Hansson, Jim Herbsleb, James Ivers, Peter Lee, Richard C. Linger, Thomas A. Longstaff, 
Pratyusa K. Manadhata, B. Craig Meyers, D. Michael Phillips, Carol A. Sledge, James D. Smith II, 
Kurt Wallnau, Gwendolyn H. Walton, Jeannette Wing, Noam Zeilberger ","TECHNICAL REPORT 
CMU/SEI-2007-TR-006 ,ESC-TR-2007-006 , July 2007 ",no,,
Redesigning the Intermediate Course in Software Design,,NA,NA,C.W. Johnson and Ian Barnes,"Joint Computer Science Technical Report Series, This technical report series is published jointly by the Department of Computer Science, Faculty of Engineering and Information Technology, and the Computer Sciences Laboratory, Research School of Information
Sciences and Engineering, The Australian National University.
TR-CS-04-04 , November 2004",no,,
HCI reality?an ?Unreal Tournament??,,NA,NA,"Christoph Bartneck_, Matthias Rauterberg",Int. J. Human-Computer Studies 65 (2007) 737?743,no,,
"An Initial Study to Develop an Empirical Test for
Software Engineering Expertise
",,NA,NA,"Susan Elliott Sim, Sukanya Ratanotayanon, Oluwatosin Aiyelokun, Erin Morris","ISR Technical Report #UCI-ISR-06-6, May 2006",no,,
"Planning e-Government ? A
Service-Oriented Agency Survey",,NA,NA,"Elsa Estevez, Tomasz Janowski and Adegboyega Ojo",UNU-IIST Report No. 361,no,,
A Survey of Software Engineering Educational Delivery Methods and Associated Learning Theories,,NA,NA,Emily Oh Navarro,"ISR Technical Report # UCI-ISR-05-5, April 5, 2005",no,,
The Interdisciplinary Study of Interdependencies,,NA,NA,"Cleidson de Souza1,2 David Redmiles1","ISR Technical Report # UCI-ISR-05-7, May 2005",no,,
Pragmatic Countermeasures for Implementation-related Vulnerabilities in Web Applications,,NA,NA,Chris VANDEN BERGHE,"Thesis submitted to obtain a doctorate degree in Engineering, U.D.C. 681.3*D46 June 2006",no,,
Traceability and Communication of Requirements in Digital I&C Systems Development,,NA,NA,"Terje Sivertsen, Rune Fredriksen, Atoosa P-J Thunem 
Jan-Erik Holmber, Janne Valkonen & Olli Vent?","Nordic nuclear safety research, Project Report 2003,
 NKS-91, ISBN 87-7893-149-5, March 2004",no,,
 Reasoning Frameworks            ,,NA,NA,"Len Bass, James Ivers, Mark Klein, Paulo Merson ","CMU/SEI-2005-TR-007 ESC-TR-2005-007 , Software Architecture Technology Initiative, Predictable Assembly from Certifiable Components Initiative, July 2005 ",no,,
Evaluation of integrated software development environments: Challenges and results from three empirical studies,,NA,NA,"Rex Bryan Klinea, Ahmed Seffah",Int. J. Human-Computer Studies 63 (2005) 607?627,no,,
"Analyzing Software Artifacts Through Singular Value Decomposition to Guide Development
Decisions",,NA,NA,Mark Stephen Sherriff,"A dissertation submitted to the Graduate Faculty of North Carolina State University in partial fulfillment of the requirements for the Degree of Doctor of Philosophy Computer Science, Raleigh, North Carolina, 2007",no,,
IMPROVING SOFTWARE PRODUCT INTEGRATION,,NA,NA,Stig Larsson,"M?lardalen University Press Licentiate Theses, No. 51, 2005",no,,
"AN EMPIRICAL EVALUATION OF CLIENT -
VENDOR RELATIONSHIPS IN INDIAN
SOFTWARE OUTSOURCING COMPANIES",,NA,NA,NILAY OZA,"A thesis submitted in partial fulfilment of the requirements of the University of Hertfordshire for the degree of Doctor of Philosophy
The programme of research was carried out at the School of Computer Science, Faculty of Engineering and Information Sciences, University of Hertfordshire, October 2006",no,,
Open Source Software Usage Implications in the Context of Software Development,,NA,NA,"Gregor Polan?i?, Marjan Heri?ko and Romana Vajde Horvat",Informatica 29 (2005) 483?490 483,no,,
Towards a web of patterns,,NA,NA,"Jens Dietrich, Chris Elgar ","Web Semantics: Science, Services and Agents on the World Wide Web 5 (2007) 108?116",no,,
Combining Software Evidence: Arguments and Assurance,,NA,NA,"Rob Weaver, Georgios Despotou, Tim Kelly, John Mcdermid ",Proceedings of the 2005 workshop on Realising evidence-based software engineering   ,no,,
An assessment of systems and software engineering scholars and institutions (1999?2003),,NA,NA,"Robert L. Glass , T.Y. Chen",The Journal of Systems and Software 76 (2005) 91?97,no,,
Regression Models of Software Development Effort Estimation Accuracy and Bias ,,NA,NA,Magne J?rgensen ,"Empirical Software Engineering, Volume 9, Number 4 / December, 2004",no,,
Group Processes in Software Effort Estimation ,,NA,NA,Kjetil Mol?kken-?stvold and Magne J?rgensen ,"Empirical Software Engineering, Volume 9, Number 4 / December, 2004 ",no,,
